id;state
3682;infected
3676;infected
3678;infected
3685;infected
3697;infected
1910;infected
1926;infected
1923;infected
1941;infected
3717;infected
3714;infected
3728;infected
3745;infected
350;infected
16;infected
3806;infected
3825;infected
3855;infected
3861;infected
3863;infected
3876;infected
3077;infected
3930;infected
507;infected
2789;infected
644;infected
679;infected
1524;infected
2877;infected
2874;infected
2890;infected
2885;infected
2883;infected
2882;infected
2899;infected
2907;infected
2902;infected
1633;infected
1638;infected
1636;infected
2985;infected
1678;infected
3448;infected
3462;infected
3458;infected
3486;infected
2188;infected
2179;infected
1701;infected
3515;infected
3520;infected
2207;infected
3550;infected
3570;infected
3585;infected
4008;infected
100;infected
117;infected
144;infected
160;infected
166;infected
174;infected
1836;infected
193;infected
1871;infected
1892;infected
3622;infected
