id;state
2305;recovered
3630;recovered
3633;recovered
3636;recovered
2307;infected
3650;recovered
8;recovered
3641;recovered
9;recovered
3642;infected
3644;recovered
3645;recovered
3646;recovered
3660;recovered
3661;recovered
2326;infected
3652;recovered
3653;recovered
3670;recovered
3673;recovered
2337;recovered
2334;recovered
2333;infected
3664;infected
3682;recovered
1020;infected
2347;recovered
3674;infected
3676;recovered
3678;recovered
3690;recovered
3691;recovered
2359;infected
3685;recovered
3687;recovered
1044;recovered
2372;infected
2370;infected
3697;recovered
3698;recovered
1055;infected
1054;recovered
1053;infected
2384;infected
1051;infected
1050;recovered
2381;infected
6752;infected
1066;infected
2397;infected
1064;recovered
1063;recovered
1062;infected
1059;infected
1057;recovered
1056;infected
6743;infected
4101;recovered
1075;recovered
1074;recovered
1072;infected
1070;infected
1080;infected
4110;recovered
4111;recovered
6772;infected
4112;recovered
4113;infected
1084;infected
1082;infected
4103;recovered
4105;infected
4108;infected
5454;infected
4124;infected
1094;recovered
4114;recovered
6777;infected
4115;recovered
6776;infected
4116;recovered
4118;recovered
4119;infected
4130;infected
4135;recovered
6788;infected
4127;recovered
4128;recovered
4140;infected
4144;infected
5475;recovered
4153;recovered
4154;infected
210;recovered
4147;recovered
4148;recovered
4162;infected
4166;recovered
4167;recovered
220;recovered
221;infected
4158;infected
230;infected
231;infected
237;recovered
238;infected
1909;recovered
4189;recovered
245;recovered
246;infected
248;infected
1905;infected
1904;recovered
1903;recovered
4194;recovered
4197;infected
4198;infected
4190;recovered
4191;recovered
251;recovered
4192;recovered
252;infected
4193;infected
253;recovered
1910;recovered
1918;recovered
260;infected
1926;infected
1925;recovered
1923;recovered
273;recovered
1930;infected
280;infected
286;infected
1943;recovered
287;recovered
1948;infected
291;infected
293;recovered
298;infected
1953;recovered
1957;infected
1956;infected
1969;recovered
7288;infected
7287;recovered
1970;recovered
3708;recovered
3700;infected
9026;recovered
3717;infected
3718;infected
3719;recovered
3711;recovered
3712;recovered
3713;infected
3714;recovered
3728;infected
3729;recovered
3720;infected
3722;infected
3730;infected
3731;recovered
3734;recovered
3736;infected
3748;recovered
3743;infected
3745;infected
3747;recovered
3759;infected
3751;recovered
3752;recovered
3753;infected
3754;recovered
3770;infected
3771;recovered
2440;infected
1107;infected
1106;recovered
1103;recovered
1102;recovered
2439;recovered
3782;infected
2452;recovered
1120;infected
2443;infected
2442;infected
3774;infected
3775;recovered
3777;infected
6803;recovered
3793;recovered
3794;recovered
1132;infected
1130;infected
1128;recovered
2458;infected
3784;recovered
2471;infected
2470;recovered
2469;infected
1136;recovered
3796;recovered
3797;recovered
1154;infected
2477;infected
2476;infected
6838;recovered
6837;infected
1165;infected
2495;recovered
2491;recovered
2490;infected
1157;infected
2488;infected
2487;recovered
1175;infected
1173;infected
1187;infected
1177;infected
4209;recovered
1190;recovered
6880;infected
5552;recovered
5553;infected
1198;infected
1197;recovered
1196;infected
