id;state
3630;infected
3633;infected
3636;recovered
3641;infected
3642;infected
3644;recovered
3645;recovered
3646;recovered
3660;infected
3661;recovered
3652;recovered
3670;infected
3673;recovered
3682;recovered
3674;infected
3676;recovered
3678;recovered
3690;recovered
3685;recovered
3687;recovered
3697;recovered
3698;recovered
1055;infected
1054;infected
1051;infected
1050;recovered
1057;recovered
1056;infected
1074;recovered
1080;infected
4111;infected
4112;recovered
4113;infected
1084;infected
4114;recovered
4115;recovered
4118;infected
6788;infected
4127;infected
210;recovered
4167;recovered
231;infected
1909;recovered
248;infected
1904;recovered
1903;recovered
1910;recovered
1918;infected
1926;infected
1925;recovered
1923;recovered
1930;infected
1943;recovered
287;infected
1948;infected
1953;recovered
1957;infected
7287;infected
3717;infected
3719;recovered
3711;recovered
3712;recovered
3714;recovered
3728;infected
3729;recovered
3720;infected
3722;infected
3730;infected
3731;recovered
3748;recovered
3745;infected
3747;recovered
3759;infected
3751;infected
3752;infected
3754;recovered
3771;recovered
2440;infected
2443;infected
2442;infected
3774;infected
3775;recovered
3793;infected
1130;infected
1128;infected
3797;infected
6838;recovered
4209;recovered
1197;recovered
1194;infected
1191;recovered
4216;recovered
302;infected
4271;infected
4274;infected
337;recovered
338;infected
4285;infected
4286;infected
7313;recovered
340;recovered
342;recovered
344;infected
345;recovered
346;recovered
348;infected
350;infected
351;infected
4292;recovered
352;recovered
16;infected
21;infected
45;recovered
6034;infected
49;recovered
56;recovered
6045;recovered
6047;recovered
6046;infected
7370;recovered
61;infected
7383;recovered
73;infected
79;infected
6066;infected
87;infected
6079;infected
6080;recovered
3806;infected
3808;recovered
3817;recovered
3811;infected
3825;infected
3820;infected
3838;recovered
3839;recovered
3830;infected
3849;recovered
3840;recovered
3843;recovered
3845;recovered
3846;recovered
2526;infected
3858;infected
2525;infected
3859;infected
3852;infected
3855;infected
2528;recovered
2537;infected
2531;recovered
3861;recovered
3862;recovered
3863;recovered
3864;recovered
2539;recovered
3867;infected
2538;recovered
2551;recovered
2548;infected
1216;infected
2547;recovered
1214;recovered
2545;infected
1213;recovered
1212;recovered
3873;recovered
3875;infected
3876;infected
3877;recovered
1219;infected
3878;infected
1218;recovered
1230;infected
2560;infected
2559;infected
6916;infected
1226;recovered
1225;recovered
2554;infected
3885;infected
1229;recovered
1242;infected
1238;infected
2566;infected
2564;infected
1253;infected
1251;recovered
2581;recovered
2576;recovered
2575;recovered
1243;recovered
1264;infected
2591;infected
2590;infected
2586;infected
1273;recovered
2599;infected
2597;infected
4304;infected
4305;recovered
4306;recovered
6969;infected
4317;recovered
6992;recovered
4355;infected
4348;recovered
421;recovered
4356;infected
4359;infected
4374;recovered
4386;infected
3077;recovered
469;recovered
478;infected
6105;recovered
3093;recovered
6124;infected
490;infected
492;infected
6152;recovered
3930;recovered
3946;infected
2613;infected
3948;recovered
3949;recovered
2610;infected
2619;infected
3941;infected
2616;infected
3944;infected
2623;infected
3959;infected
2621;infected
3953;infected
2633;infected
2638;infected
2650;infected
2649;infected
3988;recovered
3998;recovered
2673;infected
5719;recovered
2688;recovered
1354;infected
1353;infected
5716;recovered
5730;recovered
5728;infected
2699;infected
5726;infected
1382;infected
5734;recovered
5738;infected
1386;recovered
5742;infected
5747;recovered
5763;infected
5774;infected
502;recovered
503;infected
507;infected
508;recovered
517;recovered
5779;recovered
523;recovered
534;recovered
537;infected
3156;recovered
548;infected
7532;recovered
3199;infected
580;infected
596;recovered
599;recovered
2709;recovered
