id;state
3645;recovered
3682;recovered
3678;infected
3690;infected
4167;infected
1926;infected
1925;infected
1943;recovered
1948;infected
1957;infected
3712;recovered
3714;recovered
3731;infected
3759;infected
3797;infected
340;recovered
345;recovered
6045;recovered
6047;infected
3830;infected
2526;infected
2545;infected
3875;infected
3876;infected
3878;infected
1218;infected
1229;recovered
2564;infected
2610;infected
2673;infected
2688;recovered
2709;recovered
2710;recovered
2716;infected
2715;recovered
2722;infected
2745;recovered
2742;recovered
2762;infected
2789;infected
2821;recovered
1524;infected
2881;infected
2878;recovered
2875;infected
2874;infected
2890;infected
2884;recovered
2883;infected
2897;recovered
2895;recovered
2894;infected
2902;recovered
1638;recovered
2985;infected
3448;recovered
3472;recovered
3486;infected
3484;recovered
3494;recovered
1767;infected
1774;recovered
1779;infected
3520;recovered
3550;infected
3564;infected
3585;infected
3577;infected
3576;recovered
4014;recovered
4069;recovered
1800;recovered
193;infected
1871;recovered
1881;recovered
1897;infected
1892;recovered
3608;recovered
